Name,a,e,i,predicted_class,predicted_prob_mean,predicted_prob_std,predictive_entropy
,39.3298741,0.0387493,52.17795,1,0.9951198,0.005585141,0.030843403
,43.7393026,0.9499219,107.38467,1,0.99509597,0.015241484,0.030970193
,34.3694262,0.6852612,7.68543,1,0.99506325,0.004855767,0.031143922
,30.2512077,0.0937191,33.71181,1,0.99493927,0.004627108,0.03180008
,30.3635169,0.2978011,36.06529,1,0.99492586,0.004888844,0.03187085
,61.9647176,0.9403754,105.37977,1,0.9948275,0.018947544,0.032389056
,30.2249945,0.0482552,35.67698,1,0.9947596,0.004979894,0.03274544
,30.0913226,0.5444241,8.07694,1,0.9947528,0.0049137473,0.03278169
,53.5623965,0.6493714,70.15517,1,0.9945303,0.0077723274,0.033943366
,30.1631513,0.8819025,160.07822,1,0.99452233,0.05195887,0.03398539
,51.6073663,0.9056796,73.39351,1,0.99446756,0.017078128,0.034270093
,32.437236,0.1066953,38.02431,1,0.9943982,0.004604007,0.034629438
,34.5511122,0.7586039,4.39232,1,0.99424154,0.006198215,0.03543852
,30.8395569,0.6451646,8.54336,1,0.9942208,0.004908885,0.035545357
,39.0290085,0.8990464,96.9061,1,0.9941406,0.026119763,0.03595795
,52.117107,0.9563749,68.88109,1,0.9941125,0.010818832,0.03610244
,69.586311,0.7190758,96.8029,1,0.9941046,0.013533208,0.036142584
,30.2503976,0.069524,17.10148,1,0.99404395,0.0047723157,0.03645347
,30.2356185,0.0315529,8.15671,1,0.9940042,0.0049758493,0.03665647
,61.3410329,0.9546553,97.15137,1,0.9939768,0.029394105,0.036796506
,30.7408156,0.8634729,11.18106,1,0.99389136,0.0048874607,0.037232038
,35.1613357,0.926474,28.69384,1,0.9938627,0.0056585497,0.037378088
,32.1151454,0.4859191,7.89287,1,0.9937656,0.0048707426,0.03787102
,33.6120127,0.3359032,8.21,1,0.9937562,0.005261931,0.0379187
,30.3429268,0.0059246,9.63165,1,0.9937409,0.0052688727,0.03799625
,32.1543128,0.0997659,18.6233,1,0.9937328,0.005533076,0.03803716
,58.2300539,0.9540717,133.19757,1,0.99369246,0.04694532,0.03824141
,30.6263572,0.3144048,19.27426,1,0.9936775,0.005426818,0.03831716
,34.319712,0.1066157,10.6005,1,0.9936727,0.0052276906,0.03834144
,30.0746721,0.0784863,29.4234,1,0.99366397,0.0054177204,0.038385853
,42.4098774,0.1981394,52.2114,1,0.9936624,0.005675738,0.038393475
,33.8855048,0.5275028,15.39156,1,0.9935915,0.005275897,0.038751848
,30.5736415,0.4799898,15.18858,1,0.9935666,0.0053631705,0.038877
,31.0771763,0.567747,16.61585,1,0.993551,0.0051904367,0.038955607
,30.2802542,0.0709122,19.37462,1,0.9935401,0.005014377,0.03901063
,34.4003758,0.954772,2.4486,1,0.99353266,0.0060800835,0.039048273
,31.4795419,0.6072982,20.40794,1,0.9935232,0.005381911,0.039096087
,31.1256038,0.0790212,13.05403,1,0.99352205,0.0052487096,0.039101712
,33.3053682,0.8010105,4.84858,1,0.99345094,0.005649838,0.03945897
,34.8848875,0.1016556,39.20282,1,0.9934449,0.005180508,0.039488968
,31.9739547,0.4114654,26.47176,1,0.9934415,0.004890176,0.03950637
Otrera,30.3410841,0.0327098,1.43134,1,0.99342054,0.0052256486,0.039611723
,41.6874418,0.4928137,103.44142,1,0.9934,0.031334534,0.03971508
,31.4784057,0.0980784,13.07171,1,0.99339896,0.005107687,0.039719995
,73.6572902,0.9557434,101.6826,1,0.99339885,0.014531738,0.039720524
,30.3174118,0.0690003,13.15441,1,0.9933935,0.0048544942,0.039747268
,30.0403281,0.121313,6.67149,1,0.9933464,0.0054439837,0.039983258
,33.4578354,0.922249,29.382,1,0.99334425,0.0054906122,0.039993674
,30.0874519,0.185491,13.61048,1,0.9933078,0.0052347938,0.040176034
,30.304864,0.0534097,4.98858,1,0.99325997,0.0052422774,0.040415164
,31.319471,0.3056624,28.34661,1,0.9932419,0.005307973,0.040505625
,32.3789095,0.203524,5.75298,1,0.99323606,0.0052329907,0.040534414
,32.6023741,0.1779322,2.71893,1,0.99323153,0.0064130095,0.04055768
,35.5850461,0.1028231,14.48557,1,0.9932286,0.0054226792,0.040572185
,30.2655558,0.099802,18.80885,1,0.99320334,0.005476438,0.040697616
,30.2320166,0.0552711,7.43781,1,0.9931894,0.0054581636,0.040767506
,33.5008943,0.0386174,10.48405,1,0.99317497,0.005599382,0.040839512
,30.2786565,0.3324891,8.26788,1,0.9931723,0.005017866,0.04085239
,35.049881,0.0923574,2.08999,1,0.993162,0.006350498,0.04090408
,33.7476569,0.2940434,17.84468,1,0.9931276,0.005450916,0.041075166
,33.9705472,0.1116063,7.14214,1,0.9931202,0.005284639,0.041111466
,33.1795947,0.851053,4.65725,1,0.99311686,0.0063085747,0.041128606
Clete,30.3387603,0.0567622,5.24917,1,0.9931101,0.005345397,0.041162025
,35.8490132,0.5206723,19.08864,1,0.99310994,0.0058435732,0.041162495
,34.2607599,0.5880065,7.71454,1,0.99310136,0.005857544,0.041205484
,32.5614461,0.0842087,11.10711,1,0.99308115,0.0053900923,0.041305993
,31.2949731,0.2964387,13.72989,1,0.9930553,0.005045925,0.041434485
,31.1381281,0.4698639,10.24835,1,0.9930478,0.005187093,0.041471075
,33.3314877,0.5036252,6.99938,1,0.9930452,0.0061450787,0.04148421
,31.6029675,0.4572983,26.98846,1,0.99303055,0.005284556,0.041556872
,30.260683,0.0298734,10.13367,1,0.9930224,0.005198757,0.04159746
,31.7068592,0.1938089,8.18079,1,0.99300855,0.005575722,0.041665826
,30.2186749,0.0458279,29.53211,1,0.9930042,0.005568366,0.041687466
,30.2271766,0.0768766,20.79117,1,0.99298966,0.00551793,0.041759446
,35.2632438,0.1069291,7.09187,1,0.99297607,0.006378466,0.041826755
,34.9507631,0.5607108,6.78242,1,0.99297065,0.005453763,0.041853353
,30.0132461,0.1086421,2.08256,1,0.99295783,0.0059656636,0.04191699
,38.2275597,0.3108686,13.4751,1,0.9929477,0.005697329,0.04196717
,32.6926493,0.4615551,2.62008,1,0.9929341,0.0060839686,0.042034794
,60.8189709,0.9476008,74.05503,1,0.9929327,0.009015261,0.04204201
,30.2572651,0.0772801,18.57002,1,0.9929294,0.0054526012,0.042057693
,31.1467971,0.0224196,18.36541,1,0.99292916,0.0052335938,0.042059023
,33.8313845,0.3261715,24.30286,1,0.9929279,0.0053105573,0.04206537
,32.9386497,0.1015562,15.59398,1,0.9929177,0.0054768347,0.04211529
,35.9371701,0.185579,31.5277,1,0.9929014,0.0057053985,0.042196162
,30.3246852,0.0710531,24.97915,1,0.99289703,0.0056972546,0.042217586
,33.3067704,0.1069157,14.96896,1,0.99288934,0.0056493212,0.042255767
,34.4592921,0.2800169,24.75398,1,0.99288005,0.0064565004,0.04230173
,32.3418929,0.2233066,7.03602,1,0.99287677,0.005727702,0.042318173
,33.2865622,0.3856793,14.23808,1,0.99287325,0.0053073936,0.042335134
,33.4538371,0.8951884,18.89522,1,0.9928658,0.0051146355,0.042372063
,35.6344822,0.0973815,13.80426,1,0.9928608,0.005745542,0.042396914
,36.3889358,0.1414612,12.63152,1,0.9928549,0.0052284184,0.042425923
,31.9051528,0.1874089,3.94093,1,0.9928442,0.0059475396,0.04247825
,30.1673065,0.0773247,30.80398,1,0.9928231,0.005850597,0.04258239
,39.1931938,0.2600337,14.09459,1,0.9928212,0.0056802537,0.042591877
,30.2368954,0.0688124,28.10145,1,0.9928041,0.005016539,0.042675816
,33.5179505,0.3247553,2.64727,1,0.9928003,0.0056606033,0.042695075
,30.7607578,0.6521154,29.70747,1,0.99279785,0.005660639,0.04270739
,30.3324638,0.0911869,16.82311,1,0.9927974,0.0055996934,0.042709295
,36.6780883,0.150236,6.84459,1,0.99279726,0.0060428972,0.042710036
,34.7011899,0.1620505,20.65059,1,0.9927867,0.0054741963,0.04276182
,30.2651256,0.0641391,4.26291,1,0.99278635,0.0055557135,0.042763773
,34.9590012,0.0788553,6.97744,1,0.99277735,0.005849728,0.04280811
,35.2856809,0.0961964,6.5999,1,0.99277604,0.0062088333,0.042814538
,33.4568128,0.0954396,15.19853,1,0.9927748,0.0052427277,0.042820685
,33.586936,0.6663547,20.99579,1,0.9927748,0.0061062924,0.042820603
,36.5189153,0.1258846,14.72041,1,0.9927747,0.005910697,0.042820618
,32.1982336,0.2706466,10.87717,1,0.9927635,0.005521,0.04287596
,33.0862304,0.2225851,4.51896,1,0.99275106,0.0059538945,0.042937186
,34.0960265,0.1085689,20.10691,1,0.992751,0.0058769807,0.042937946
,35.2550768,0.1052746,10.96955,1,0.99272454,0.0061064316,0.043068137
,30.3329515,0.101238,30.7684,1,0.9927191,0.0054409257,0.04309464
,34.8728531,0.0775926,6.37364,1,0.992715,0.0060757995,0.043114595
,31.5784842,0.9546106,8.75442,1,0.9926926,0.0054120375,0.043224864
,34.099319,0.0990032,1.69921,1,0.9926883,0.0068923095,0.04324562
,30.4401724,0.1531764,28.73672,1,0.992678,0.005317354,0.04329637
,30.2202491,0.052329,6.55955,1,0.9926755,0.0054641846,0.04330915
,35.2943214,0.0518257,18.3451,1,0.9926687,0.0053799106,0.043342266
,35.0065488,0.0755393,2.85234,1,0.992661,0.0058986726,0.043380037
,32.2113167,0.5818827,24.47122,1,0.99264663,0.005440215,0.04345053
,34.0512241,0.4481438,13.79226,1,0.9926453,0.0055459635,0.043456677
,35.2408812,0.4240511,8.65704,1,0.9926434,0.005626256,0.043466136
,30.418734,0.0271921,1.32305,1,0.99264216,0.0051811296,0.04347245
,36.7495288,0.1101626,11.69375,1,0.99262536,0.0056585087,0.043554425
,35.468002,0.1071985,25.58918,1,0.992615,0.005440289,0.043605577
,37.5509304,0.26052,10.4186,1,0.9925964,0.006181238,0.04369703
,36.4801752,0.1280013,14.81921,1,0.9925936,0.0052014063,0.04371014
,34.1087582,0.503023,6.26334,1,0.99258757,0.005837401,0.043739736
,39.0893212,0.315828,6.55596,1,0.99257135,0.0065716417,0.04381925
,30.22371,0.0240574,22.29246,1,0.9925689,0.005792492,0.043831263
,37.0392859,0.9311329,22.02202,1,0.9925621,0.0054375585,0.043864563
,54.4471339,0.954112,119.44592,1,0.9925474,0.031092143,0.0439366
,33.1421825,0.3342187,12.42042,1,0.99253637,0.0056352606,0.04399031
,35.787279,0.6209524,10.62043,1,0.9925262,0.005988632,0.044040784
,31.8585426,0.2935191,5.35501,1,0.99252534,0.0056856973,0.044044215
,39.3836904,0.2159977,16.45603,1,0.9925117,0.0067331325,0.04411128
,34.8197215,0.0266378,21.22586,1,0.99250656,0.0058972156,0.04413587
,36.71317,0.053829,20.15954,1,0.99250114,0.005975217,0.044163004
,33.6361323,0.419864,25.33818,1,0.99249375,0.005958673,0.04419885
,39.3475258,0.0805312,1.10559,1,0.99246985,0.0072987694,0.044315513
,34.9128045,0.44056,21.86418,1,0.99246806,0.005696538,0.044324473
,34.6990883,0.102659,5.69916,1,0.99245244,0.006571467,0.04440033
,36.719919,0.1318874,9.55668,1,0.99244326,0.006213344,0.044445705
,33.9914275,0.1056009,10.41138,1,0.9924408,0.0062123034,0.044457205
,33.3535075,0.5373154,34.56916,1,0.99242395,0.006143679,0.044539236
,86.1120738,0.1973044,165.43522,1,0.9924213,0.048006836,0.044552393
,39.0355318,0.2534211,10.4791,1,0.99241906,0.006110781,0.044563003
,38.1625384,0.1172961,25.78527,1,0.9923941,0.006600653,0.044684853
,36.2547304,0.0430997,7.38609,1,0.99239135,0.0065654675,0.04469797
,35.3422075,0.1214675,4.93692,1,0.9923719,0.0070370585,0.044792976
,34.8468874,0.4863213,3.80509,1,0.9923716,0.0061309286,0.044793982
,36.452844,0.1605319,10.41796,1,0.9923712,0.005825346,0.044796385
,33.627989,0.0953486,10.14031,1,0.99236274,0.0053038006,0.044837546
,33.3305089,0.1043427,16.91071,1,0.99236214,0.0056188507,0.04484037
,36.8938584,0.2172348,16.24277,1,0.9923568,0.0059706946,0.04486649
,34.9132385,0.8498439,3.10181,1,0.99235284,0.005979975,0.04488569
,86.6211048,0.9240751,142.04228,1,0.99235046,0.051159743,0.044897605
,36.7918199,0.1932627,17.55285,1,0.99234056,0.006847348,0.044945527
,32.1870477,0.1030098,5.87057,1,0.9923043,0.005483095,0.045121733
,39.8204097,0.2147525,20.96724,1,0.9923004,0.0067677214,0.04514066
,39.1852939,0.1942855,10.57431,1,0.99229616,0.0063250056,0.0451615
,35.0507402,0.099732,4.60004,1,0.99228805,0.006627349,0.045200802
,39.7620943,0.2551269,16.57827,1,0.99228585,0.0062933043,0.04521137
,40.1496697,0.0575053,17.27287,1,0.99227846,0.007247448,0.045247655
,39.7900663,0.2972866,19.00615,1,0.9922782,0.0055904794,0.045248505
,30.2968681,0.0895657,31.23154,1,0.9922775,0.0055023697,0.04525162
,37.2676642,0.016269,1.83182,1,0.9922684,0.0070351833,0.04529615
,39.3740789,0.2793297,17.53721,1,0.9922535,0.005691743,0.04536867
,73.0559945,0.8553184,144.01684,1,0.99225074,0.07103031,0.04538212
,39.666594,0.1429595,10.98969,1,0.9922504,0.006505411,0.045383167
,39.4930658,0.2365267,9.4486,1,0.99224627,0.006747205,0.045403834
,37.7813429,0.4723052,12.90661,1,0.9922306,0.0066725775,0.045479473
,37.2698267,0.9081309,20.68614,1,0.9922261,0.006410567,0.045501124
,38.18546,0.2917498,23.58623,1,0.9922241,0.0056886217,0.045511134
,34.8319681,0.1079649,20.9266,1,0.9922192,0.0059819217,0.04553455
,38.6238625,0.9179983,24.83739,1,0.9922186,0.006457012,0.045537293
,33.1817187,0.4179722,1.33055,1,0.9922136,0.0073142415,0.045562014
,34.7819213,0.1636629,28.64133,1,0.99221075,0.0059847655,0.045576
,39.0502342,0.2827892,7.55385,1,0.9922063,0.006495504,0.045597423
,34.7862833,0.1014378,8.73964,1,0.99219155,0.005413489,0.04566881
,38.3657537,0.6330171,23.67831,1,0.9921882,0.0067753163,0.0456851
,37.8020465,0.4027769,9.52877,1,0.9921869,0.006740906,0.04569118
,39.6876107,0.2623019,13.99421,1,0.99218404,0.0063442662,0.045705013
,33.3103192,0.101426,15.18651,1,0.9921747,0.005997122,0.045750633
,35.1259002,0.1042192,4.4011,1,0.9921583,0.0060804086,0.04582986
,34.2792217,0.1057865,27.1103,1,0.99215025,0.005887839,0.045868848
,39.3342909,0.2357675,9.34918,1,0.99214745,0.0066711013,0.04588205
,39.1637874,0.2770657,8.06016,1,0.99214554,0.007077214,0.045891553
,34.1023714,0.5354615,12.70406,1,0.9921313,0.0050566285,0.045960616
,39.17762,0.2508075,20.68431,1,0.9921292,0.0061259284,0.04597051
,36.4424287,0.5531971,8.69841,1,0.99212515,0.005878379,0.04599044
,38.2474763,0.2821292,23.66983,1,0.992115,0.0062774816,0.046039443
,39.2658116,0.1906396,13.07517,1,0.9921147,0.006416161,0.04604053
,37.6351983,0.112617,10.95746,1,0.9921067,0.005954361,0.04607911
,37.6831984,0.2439338,14.33072,1,0.99210393,0.0063171536,0.046092667
,35.288337,0.0626443,4.33538,1,0.9920944,0.006625529,0.046138987
,39.0664653,0.2548874,20.21082,1,0.99206716,0.006170184,0.0462707
,33.8636678,0.1015698,10.40663,1,0.9920657,0.0050597144,0.046277095
,36.4536266,0.1863137,18.20588,1,0.9920617,0.0057456642,0.046296738
,35.7830762,0.0996055,17.01051,1,0.99204737,0.005980001,0.04636599
,37.0614654,0.0253263,11.59897,1,0.99204034,0.006056943,0.046399854
,36.1717619,0.0295931,10.78506,1,0.9920403,0.006180831,0.04640018
,37.1589683,0.1376545,13.14923,1,0.99204016,0.00576265,0.046400633
,39.5067829,0.2819531,7.79467,1,0.9920396,0.0070156804,0.046403266
,39.6689549,0.2691345,12.61087,1,0.9920389,0.006487947,0.04640726
,39.681567,0.2973538,5.96913,1,0.99203676,0.0070517305,0.046417225
,39.5043092,0.2242044,14.95521,1,0.9920292,0.0069686766,0.046453834
,34.8895209,0.0295007,8.24699,1,0.992027,0.006080793,0.046464358
,37.3385616,0.0558623,4.2576,1,0.9920229,0.006386254,0.0464841
,39.1824783,0.172786,13.70558,1,0.99202204,0.005995424,0.046488076
,35.3362482,0.8472434,3.11455,1,0.99201304,0.006475951,0.0465316
,35.0026531,0.0425426,7.10919,1,0.99201095,0.00615237,0.04654164
,39.0715142,0.0618983,1.09863,1,0.9920075,0.0072348723,0.046558015
,39.1876057,0.3033817,18.40734,1,0.9919968,0.006856105,0.04660969
,38.1153882,0.1953776,12.3119,1,0.9919965,0.0058886087,0.046610817
,39.2010029,0.2926903,16.19283,1,0.99199015,0.006616192,0.046641905
,39.0962823,0.1921264,12.59689,1,0.9919818,0.0064273262,0.046681672
,39.8661998,0.1635672,21.44935,1,0.9919796,0.0059263334,0.046692405
,39.8960039,0.2850348,11.56726,1,0.99197495,0.006657832,0.046715274
,37.2805872,0.1071264,20.02381,1,0.99197084,0.006174424,0.046735052
,36.5567568,0.1092579,5.02907,1,0.99196756,0.006836352,0.046750665
,39.1415804,0.2701154,5.17926,1,0.99196744,0.0067792735,0.046751197
,34.2176218,0.0301937,18.11075,1,0.9919671,0.006101918,0.046752896
Rhadamanthus,38.8630381,0.1571743,12.76528,1,0.99196017,0.0068416498,0.04678658
,36.6724635,0.1452122,11.98661,1,0.9919558,0.0057766098,0.04680749
,36.6650225,0.1144849,12.1418,1,0.9919517,0.0058019175,0.04682703
,34.4675259,0.10653,25.32726,1,0.9919482,0.0065713315,0.046844356
,34.6496777,0.3049751,18.84239,1,0.99193716,0.005725126,0.046896864
,36.774535,0.152807,10.5959,1,0.9919371,0.0057911826,0.046897236
,36.2241246,0.1221306,3.53701,1,0.99193454,0.006866087,0.046909887
,39.7996046,0.2752946,17.29901,1,0.99193037,0.006781853,0.04692963
,38.371037,0.1026365,16.67981,1,0.99191964,0.0058777314,0.046981387
,35.2821661,0.0958642,8.79088,1,0.99191403,0.006127596,0.0470084
,38.2186483,0.784503,2.21098,1,0.9918896,0.008060822,0.04712578
,39.2157401,0.2288329,10.14101,1,0.9918889,0.0066681392,0.047129728
,39.6188244,0.2164011,10.94841,1,0.9918843,0.006791711,0.04715133
,39.1355499,0.3216084,18.26303,1,0.9918791,0.006608428,0.047175914
,33.929924,0.0983313,25.37133,1,0.9918776,0.005830695,0.047183424
,36.2263891,0.0374021,10.23909,1,0.9918766,0.006638933,0.047188167
,36.721017,0.0521422,5.51611,1,0.99187505,0.0067915437,0.047195606
,39.285329,0.263086,16.90102,1,0.991875,0.0059259413,0.047196276
,36.6540408,0.1636352,10.52191,1,0.9918742,0.006080278,0.047199577
,34.9570676,0.0613407,5.56449,1,0.9918718,0.0060175494,0.047211375
,39.375314,0.2631727,0.89001,1,0.99187064,0.0071074343,0.04721696
,39.4120181,0.267325,14.33549,1,0.9918617,0.006224017,0.047259968
,39.4005494,0.2532439,21.63207,1,0.9918547,0.006546662,0.047293536
,39.5525724,0.1252352,13.26755,1,0.9918544,0.0071694613,0.047294587
,35.0011007,0.0706261,5.38929,1,0.9918525,0.005776884,0.04730453
,39.0151457,0.1216298,29.24062,1,0.9918513,0.0065838024,0.047309928
,39.1367341,0.1740163,12.02306,1,0.9918506,0.006546092,0.047313206
,39.3710052,0.2062266,8.37523,1,0.9918492,0.0072741616,0.047319964
,36.6879817,0.2114159,4.34467,1,0.9918491,0.0067552435,0.047320053
,39.3596172,0.18065,6.86432,1,0.9918453,0.0069737644,0.047338255
,38.6526194,0.0418254,25.93807,1,0.9918452,0.006128076,0.047339
,39.03702,0.2711948,10.22474,1,0.99184084,0.0070315977,0.047360234
,39.8262558,0.1667967,14.91209,1,0.9918395,0.0059834635,0.04736616
,39.1878323,0.2561244,18.0679,1,0.99183255,0.0067662382,0.04739975
,39.3006012,0.2287942,8.27219,1,0.99183196,0.0063688215,0.04740257
,39.1171377,0.2421936,16.84045,1,0.991831,0.006048488,0.04740736
,39.1438851,0.2642691,9.29459,1,0.9918273,0.0069839046,0.047425106
,35.9350223,0.0936749,22.76441,1,0.9918262,0.00686802,0.047430437
,36.3714471,0.1066653,23.88769,1,0.99182373,0.0062318887,0.04744204
,39.2480917,0.2976141,22.17917,1,0.99182045,0.00625261,0.047458142
,38.9982556,0.1608759,17.35784,1,0.99181837,0.006336042,0.04746776
,35.0913273,0.1003163,6.37098,1,0.99181837,0.006505185,0.047468
,41.1532919,0.06634,14.78798,1,0.9918139,0.0070209526,0.047489345
,39.4106857,0.2149655,14.50155,1,0.99181265,0.0066115856,0.04749553
,39.6630599,0.224125,10.22251,1,0.99180186,0.0062750517,0.04754705
,37.3543834,0.1028585,1.72713,1,0.9917994,0.0067844363,0.047559153
,36.6188191,0.0742277,15.30942,1,0.9917956,0.006349567,0.047576994
,39.4174893,0.3433563,28.59267,1,0.99179053,0.007052796,0.047601476
,40.3645249,0.0660166,26.73807,1,0.9917904,0.006787372,0.047602285
,39.5916715,0.1829393,3.91104,1,0.99178433,0.008107797,0.04763116
,36.1032783,0.1167244,15.06338,1,0.9917817,0.006030321,0.047643933
,39.7727871,0.2912689,11.18297,1,0.99178046,0.006119532,0.047649436
,38.503213,0.3126288,7.81004,1,0.99177116,0.0065235733,0.047694214
,36.6726626,0.2000936,22.88814,1,0.99177,0.00601931,0.04769977
,38.2282299,0.0970944,12.69429,1,0.9917688,0.006149887,0.04770534
,39.1922115,0.2899594,17.49442,1,0.9917629,0.006389662,0.04773407
,36.3425254,0.1190149,8.8318,1,0.9917624,0.0063728513,0.047736283
,39.1069782,0.2279909,15.72484,1,0.9917616,0.006568316,0.047740042
,38.051628,0.0579366,21.37288,1,0.99176145,0.005881503,0.04774088
,36.2997699,0.0838777,1.17559,1,0.99175334,0.0074386005,0.047779266
,32.5520395,0.3654749,4.41616,1,0.9917526,0.00589688,0.047783136
,39.5566657,0.1561301,10.92574,1,0.99175227,0.0066268537,0.047784746
,36.2318194,0.0264504,8.84212,1,0.9917515,0.0055668536,0.04778864
,37.9012152,0.1025352,7.316,1,0.9917512,0.007004659,0.04778985
,37.20756,0.4903999,37.45072,1,0.9917455,0.0066206963,0.0478175
,39.7212178,0.2452234,6.62215,1,0.99173737,0.007504898,0.047856256
,39.2258573,0.2540561,24.19179,1,0.9917313,0.00657237,0.047885247
,34.8025339,0.0841695,3.17642,1,0.99172944,0.0061199586,0.047893897
,36.2642462,0.1210521,10.39572,1,0.991729,0.0058017564,0.04789609
,36.7295303,0.1392407,6.80757,1,0.99172556,0.006106816,0.047912642
,39.7523255,0.2530664,8.93731,1,0.99171156,0.006456062,0.04797959
,35.9985329,0.1019989,7.08498,1,0.99170977,0.00664676,0.047988173
,39.6655734,0.1630201,8.06987,1,0.99170935,0.006643307,0.04799013
,36.0204937,0.0348875,7.76739,1,0.9917093,0.0059196595,0.04799033
,40.4964627,0.0162248,19.69176,1,0.9916987,0.0066999374,0.04804133
,35.6444327,0.0230733,20.16634,1,0.9916974,0.0063980995,0.04804757
,39.462025,0.1680111,9.86863,1,0.9916949,0.007261397,0.048059043
,36.675826,0.1025279,0.72345,1,0.9916947,0.00759508,0.048060242
,38.247599,0.1237811,33.41007,1,0.99169046,0.00662034,0.048080433
,39.3078605,0.1540986,9.1344,1,0.99168897,0.006407425,0.04808731
,39.2411565,0.278826,10.73242,1,0.991685,0.0061537363,0.048107076
,39.2426971,0.282107,11.95454,1,0.99168485,0.0068208915,0.04810712
,39.9389858,0.2200333,13.61038,1,0.99168116,0.0063175606,0.048125196
,39.8372621,0.2922644,22.30266,1,0.9916799,0.0065918397,0.048131354
,39.1671946,0.3117742,29.30824,1,0.9916787,0.006693491,0.048136793
,39.0958424,0.2209667,10.00218,1,0.9916706,0.007466069,0.048175327
,39.3064918,0.2842493,9.7141,1,0.9916704,0.0068761865,0.048175927
,38.3717435,0.087784,19.40791,1,0.99167013,0.0064246804,0.048177537
,36.0936264,0.4482403,2.3976,1,0.99166894,0.0064517884,0.04818344
,40.5316666,0.3202472,12.13851,1,0.99166787,0.007310969,0.04818855
,40.1569836,0.7758516,15.67963,1,0.99166304,0.0061600967,0.048211604
,39.3061433,0.1860411,6.58621,1,0.99166244,0.0071594454,0.048214618
,39.6808121,0.2433383,11.57799,1,0.99165237,0.005953418,0.048262708
,39.2637689,0.2187567,7.2823,1,0.9916441,0.0073765325,0.048301913
,39.1785292,0.0626101,22.99374,1,0.9916403,0.006575807,0.048320152
,39.5542615,0.2810859,19.06061,1,0.9916359,0.007080685,0.0483414
,37.8966779,0.0643105,23.53533,1,0.99163383,0.0065712715,0.04835137
,37.4084421,0.5906009,3.51853,1,0.9916321,0.0068301717,0.04835955
