Name,a,e,i,predicted_class,mean_prob,std_prob,entropy
,42.9380577,0.1209875,15.09739,1,0.50000006,0.0010628558,0.014361367
,57.0640384,0.3527031,19.69704,1,0.50000006,0.006559948,0.05356572
,39.3086524,0.1667648,23.19583,1,0.50000006,0.00072892464,0.01265322
,48.9728151,0.3000969,11.49603,1,0.50000006,0.0019998085,0.021588484
,67.9594015,0.4392275,16.3377,1,0.50000006,0.020292537,0.124286644
,52.5565953,0.3535163,7.81504,1,0.50000006,0.0023694676,0.024187647
,39.5975416,0.1381278,9.57371,1,0.50000006,0.00052701903,0.009268164
,40.98751,0.123445,19.19929,1,0.50000006,0.0009434644,0.0137519445
,43.8560901,0.0608909,16.15515,1,0.50000006,0.0011876861,0.017037597
,41.6013134,0.1425329,18.44422,1,0.50000006,0.0008645246,0.013153268
,48.0893558,0.2519039,25.63248,1,0.50000006,0.001966978,0.02345779
,39.7900663,0.2972866,19.00615,1,0.50000006,0.00051503535,0.0093506025
,38.2186483,0.784503,2.21098,1,0.50000006,0.00016263223,0.0038727329
,43.6285443,0.0694599,2.08385,1,0.50000006,0.00072992104,0.013270107
,39.5353445,0.1864411,6.86804,1,0.50000006,0.00038781203,0.008039716
,54.1705999,0.3360189,21.04667,1,0.50000006,0.004022836,0.036697548
,62.2375254,0.2692316,25.85771,1,0.50000006,0.01999432,0.10002385
,47.719606,0.247188,1.0999,1,0.50000006,0.0010815018,0.016370913
,43.7734148,0.033732,3.48902,1,0.50000006,0.00092453323,0.014209637
,43.5226902,0.0256807,1.7478,1,0.50000006,0.00073658506,0.01320264
,43.6549604,0.0959876,2.59749,1,0.50000006,0.0007439852,0.013577891
,41.280996,0.0496047,21.16062,1,0.50000006,0.0013143569,0.016033385
,42.7045355,0.0510647,3.02783,1,0.50000006,0.0008517122,0.012935501
,43.8500492,0.0214745,0.55284,1,0.50000006,0.0010221459,0.016206892
,45.5107304,0.1865203,20.45282,1,0.50000006,0.001351549,0.017721917
,33.9835936,0.8376462,68.47683,1,0.50000006,4.1889248e-07,2.7033473e-06
,48.9245325,0.5474406,35.02827,1,0.50000006,0.0018919721,0.02080733
,43.1124847,0.0566296,7.76965,1,0.50000006,0.00089811615,0.013751379
,39.1832174,0.0895755,13.02621,1,0.50000006,0.0005495713,0.0094951205
,39.191892,0.1724902,8.32769,1,0.50000006,0.00047171704,0.00847124
,39.1689676,0.2457009,15.96581,1,0.50000006,0.0004917396,0.008634252
,46.5681808,0.1279559,11.2349,1,0.50000006,0.0014382654,0.01925703
,40.3901678,0.0175835,13.74351,1,0.50000006,0.0007815951,0.0125642
,46.3831087,0.1973745,8.57446,1,0.50000006,0.0012126653,0.016615648
,39.6679212,0.150863,7.82065,1,0.50000006,0.00051591825,0.009150346
,50.3398588,0.2612312,32.49358,1,0.50000006,0.0036699853,0.030794969
,45.5785937,0.0631324,4.86186,1,0.50000006,0.0012699392,0.018336032
,46.0822552,0.4664704,10.74937,1,0.50000006,0.0007588328,0.0122830905
,36.4386138,0.0728848,14.8013,1,0.50000006,0.0004333218,0.008331222
,90.6268157,0.6207248,12.84016,1,0.50000006,0.14219302,0.5289114
,50.9901268,0.2254407,14.28923,1,0.50000006,0.0026425761,0.029046943
,43.6250457,0.0327422,4.11905,1,0.50000006,0.00091540144,0.015214082
,45.4718311,0.154248,15.15772,1,0.50000006,0.0015818132,0.017674655
,38.9373551,0.0807906,24.5507,1,0.50000006,0.0008591532,0.01459021
,46.7944159,0.1664574,21.59842,1,0.50000006,0.0023523755,0.022778261
,41.857045,0.0662666,45.30814,1,0.50000006,0.0024701473,0.01974739
,46.7643956,0.2564374,15.27554,1,0.50000006,0.0013983104,0.018853648
,36.7539012,0.0700408,4.80259,1,0.50000006,0.00032314056,0.006964282
,56.9689628,0.3340182,8.38473,1,0.50000006,0.004688957,0.043891326
,51.246491,0.3139055,38.51693,1,0.50000006,0.0051764585,0.040669627
,50.4209293,0.2669715,34.08985,1,0.50000006,0.0035611303,0.035525504
,40.7726237,0.1027998,28.84688,1,0.50000006,0.0016614171,0.01768624
,31.1256038,0.0790212,13.05403,1,0.50000006,0.00018954182,0.0051503023
,40.6138018,0.0408681,13.41999,1,0.50000006,0.00078997575,0.012215069
,39.436095,0.1709379,5.35879,1,0.50000006,0.0004770914,0.008236067
,39.6203332,0.1201449,12.30995,1,0.50000006,0.0006832179,0.009975731
,55.2181964,0.3406433,22.93339,1,0.50000006,0.004810227,0.041975457
,37.8192272,0.0995306,12.15936,1,0.50000006,0.00052333757,0.008391299
,63.4932257,0.4279881,20.42507,1,0.50000006,0.011679405,0.08518061
,56.9764497,0.3481962,14.1542,1,0.50000006,0.006352042,0.047627963
,73.5656346,0.5647585,12.22258,1,0.50000006,0.04186906,0.19323498
,38.4385761,0.0477012,32.11469,1,0.50000006,0.0017112273,0.019875925
,45.8301075,0.177362,10.78279,1,0.50000006,0.0010597713,0.01531511
,41.4582242,0.0432038,12.78831,1,0.50000006,0.0008911014,0.013505131
,30.2320166,0.0552711,7.43781,1,0.50000006,0.00016041961,0.0047430126
,47.9903726,0.3946387,28.27034,1,0.50000006,0.0019638566,0.021794964
,45.6436499,0.0786255,8.25933,1,0.50000006,0.0015842556,0.018384978
,38.4881272,0.0116086,19.81891,1,0.50000006,0.0007720517,0.012897463
,44.0692586,0.0653385,3.42104,1,0.50000006,0.001015678,0.01477075
,46.052705,0.1403231,2.46007,1,0.50000006,0.001064117,0.016211115
,43.3028004,0.029517,2.09933,1,0.50000006,0.0008705432,0.01422235
,42.9057906,0.0134518,1.21881,1,0.50000006,0.0009758177,0.014263755
,43.0169715,0.021595,1.27623,1,0.50000006,0.00093088904,0.013987012
,44.4117868,0.0821661,0.9101,1,0.50000006,0.0011408664,0.015105423
,42.6665292,0.0497287,1.3177,1,0.50000006,0.0007273605,0.012531723
,46.8404888,0.0608823,1.78118,1,0.50000006,0.0012669244,0.018920671
,43.6424843,0.1790747,7.40446,1,0.50000006,0.0007736586,0.013449824
,39.7084305,0.2263683,9.8496,1,0.50000006,0.00055400457,0.0087994
,52.9055895,0.3859852,29.91433,1,0.50000006,0.0051848423,0.036230866
,47.5779893,0.202349,26.34085,1,0.50000006,0.0016799988,0.023522345
,44.3478302,0.1469051,21.86087,1,0.50000006,0.0014489436,0.018441584
,62.0941138,0.3920137,20.48954,1,0.50000006,0.008873811,0.076432995
,44.6875644,0.033762,2.83961,1,0.50000006,0.001063853,0.015446452
,38.5243138,0.0870327,33.28229,1,0.50000006,0.0017669809,0.01911994
,45.0367076,0.1301037,9.46601,1,0.50000006,0.0010822071,0.016160348
,42.5028042,0.1311343,6.46155,1,0.50000006,0.0006332995,0.012036007
,44.0322663,0.1573822,4.12627,1,0.50000006,0.00081889157,0.013379358
,45.9752615,0.0917246,1.7769,1,0.50000006,0.0011360638,0.018056624
,43.9713781,0.00945,3.84015,1,0.50000006,0.0011084329,0.016255086
,44.4239298,0.0688099,2.71418,1,0.50000006,0.0009442861,0.015298391
,44.1176905,0.1595978,32.3464,1,0.50000006,0.0018559487,0.02317864
,44.0018412,0.0893735,0.68767,1,0.50000006,0.0007475582,0.0137269925
,46.1963138,0.1418397,19.55597,1,0.50000006,0.0017202664,0.020088501
,46.86795,0.1748462,9.53417,1,0.50000006,0.0012125557,0.016687926
,50.7812026,0.2819555,19.58229,1,0.50000006,0.002684694,0.028514853
,45.7795651,0.1991657,15.88248,1,0.50000006,0.0011212532,0.016878234
,43.8493462,0.0484275,7.46794,1,0.50000006,0.0011452502,0.016112251
,42.7825707,0.1654103,10.99384,1,0.50000006,0.00088201405,0.013114565
,48.6589128,0.2657233,29.78067,1,0.50000006,0.0029113865,0.027987814
,42.5863388,0.2595528,11.53288,1,0.50000006,0.0006017992,0.010620715
,52.4633727,0.2957404,27.36386,1,0.50000006,0.003733894,0.03481492
,62.0024722,0.3799324,5.4657,1,0.50000006,0.0068308357,0.06217424
,43.8874352,0.1783093,2.37963,1,0.50000006,0.0008770764,0.012867145
,47.7183897,0.2528049,5.95211,1,0.50000006,0.0013010708,0.017929845
,44.4403282,0.0585671,2.83186,1,0.50000006,0.00095197366,0.015860947
,39.5992592,0.2074932,18.82069,1,0.50000006,0.00065945997,0.010733335
,36.6724635,0.1452122,11.98661,1,0.50000006,0.00031441037,0.0070527797
,43.8665524,0.1001239,10.00885,1,0.50000006,0.0009839719,0.01577371
,43.1023526,0.0494725,0.48257,1,0.50000006,0.00083045044,0.0130709
,43.9831619,0.0781267,4.57892,1,0.50000006,0.0008556088,0.013799387
,43.6714613,0.0129608,5.28012,1,0.50000006,0.0009929482,0.015517013
,33.8313845,0.3261715,24.30286,1,0.50000006,0.00046062848,0.008543042
,44.5127031,0.1385976,19.63039,1,0.50000006,0.0014169668,0.01745911
,39.462025,0.1680111,9.86863,1,0.50000006,0.00052763696,0.008972772
,40.951497,0.1014347,21.61231,1,0.50000006,0.0010440943,0.015090784
,47.8984783,0.3094831,1.86461,1,0.50000006,0.0011114299,0.016607022
,47.8867531,0.2483631,8.72559,1,0.50000006,0.0016576324,0.018857088
,42.6984478,0.0337958,2.474,1,0.50000006,0.00094702037,0.014348153
,43.5584412,0.0256663,3.3395,1,0.50000006,0.0008234505,0.01448218
,44.1127048,0.0383978,3.93784,1,0.50000006,0.0010193372,0.0153446235
,41.7491354,0.1276756,23.54046,1,0.50000006,0.0010321587,0.01687835
,39.5641525,0.1575218,14.59625,1,0.50000006,0.0005958896,0.00987894
,57.2568911,0.3562115,37.08659,1,0.50000006,0.006439753,0.049780823
,53.0865946,0.3030999,33.03145,1,0.50000006,0.0038198233,0.039238762
,42.9700355,0.1081152,27.30521,1,0.50000006,0.0016240256,0.02024465
,39.3763655,0.2329847,4.40744,1,0.50000006,0.00040059414,0.007891478
,44.9369523,0.280398,11.18862,1,0.50000006,0.00096650235,0.013780416
,62.8948437,0.2879479,32.81118,1,0.50000006,0.021305315,0.112784594
,39.7201759,0.2533596,17.10436,1,0.50000006,0.0005563549,0.009225501
,48.1765154,0.3091941,9.32378,1,0.50000006,0.0012885283,0.018732784
,43.7770198,0.0243318,2.94333,1,0.50000006,0.0008745246,0.0149724195
,36.7668528,0.0889948,11.41465,1,0.50000006,0.00042123027,0.0077085793
,43.2708305,0.0208995,4.00015,1,0.50000006,0.00089373026,0.01412833
,45.5910951,0.0120322,1.92602,1,0.50000006,0.0010778318,0.01801639
,39.6992234,0.1322366,3.01937,1,0.50000006,0.000382894,0.008987119
,46.7803931,0.199718,10.44071,1,0.50000006,0.0015592391,0.017915655
,43.833127,0.0513208,2.88263,1,0.50000006,0.0009041227,0.01343365
,42.5704806,0.2131282,29.30822,1,0.50000006,0.0017146132,0.019954298
,47.203816,0.2014283,38.81167,1,0.50000006,0.0039482876,0.03352723
,53.3818752,0.1819327,18.92904,1,0.50000006,0.004526054,0.04050301
,45.8774216,0.0990327,6.67557,1,0.50000006,0.0011319284,0.01704678
,39.9389858,0.2200333,13.61038,1,0.50000006,0.00043953457,0.00869955
,47.8092646,0.7228399,40.47945,1,0.50000006,0.0027612662,0.02185921
,45.6058619,0.1347932,2.1086,1,0.50000006,0.0009040985,0.015675563
,54.2897302,0.2914868,16.07794,1,0.50000006,0.0040231105,0.036982812
,62.6046096,0.4614539,17.73221,1,0.50000006,0.011711536,0.07885611
,49.9799924,0.2681831,27.02325,1,0.50000006,0.003406731,0.030758085
,56.7900142,0.3466191,19.1985,1,0.50000006,0.0058018956,0.05142603
,55.8518791,0.4435054,15.20018,1,0.50000006,0.00411999,0.037041206
,47.5027478,0.2561574,16.99721,1,0.50000006,0.001486366,0.019282255
,64.6287953,0.4208232,26.92398,1,0.50000006,0.013376452,0.10411521
,42.5942334,0.1495391,7.80705,1,0.50000006,0.0007894358,0.012752998
,40.6510893,0.0813892,18.48202,1,0.50000006,0.0008108973,0.012445001
,41.5013104,0.1192147,24.28575,1,0.50000006,0.0012912311,0.017514087
,43.9317839,0.0163568,3.80715,1,0.50000006,0.0009778413,0.015524349
,42.3317986,0.6594177,22.22597,1,0.50000006,0.0006168098,0.009382028
,45.9668632,0.1033417,4.74109,1,0.50000006,0.0013606028,0.018242985
,40.0046417,0.2866597,18.2376,1,0.50000006,0.00052679586,0.009270615
,41.5798132,0.1124387,19.32494,1,0.50000006,0.00096123014,0.014626874
,54.1164964,0.36657,30.40147,1,0.50000006,0.003846576,0.03639732
,39.4237642,0.2210866,28.72167,1,0.50000006,0.001273982,0.0147585645
,41.0535992,0.0475309,42.08765,1,0.50000006,0.002661722,0.02354538
,65.7665595,0.4872094,25.66966,1,0.50000006,0.017429784,0.10781275
,42.2929092,0.1401467,26.03535,1,0.50000006,0.0013442617,0.019506626
,39.7215219,0.2945515,24.33895,1,0.50000006,0.00085226557,0.012714453
,38.6074862,0.0146608,31.18421,1,0.50000006,0.001773427,0.020231094
,47.3522092,0.2486248,30.75741,1,0.50000006,0.0031135627,0.025353353
,39.6006067,0.2065993,23.27538,1,0.50000006,0.0011520993,0.013365859
,47.077914,0.1780367,13.71241,1,0.50000006,0.0019210761,0.019375501
,62.5801101,0.3808212,32.81268,1,0.50000006,0.011180844,0.079129055
,42.098646,0.1180892,23.2355,1,0.50000006,0.0011146991,0.01566429
,42.0152149,0.1018939,23.14351,1,0.50000006,0.0011981304,0.016855357
,55.9069666,0.4044174,28.13209,1,0.50000006,0.0059657395,0.04695929
,43.2782097,0.169869,32.85378,1,0.50000006,0.0017710369,0.021036895
,44.5286877,0.1772216,40.69894,1,0.50000006,0.0037683533,0.030406184
,30.2512077,0.0937191,33.71181,1,0.50000006,0.00042947166,0.006411856
,46.1422182,0.167001,14.5674,1,0.50000006,0.0014954102,0.018320503
,43.6613098,0.1420912,35.35968,1,0.50000006,0.0022611916,0.024290636
,43.0261079,0.1301396,29.84967,1,0.50000006,0.0017596319,0.019665504
,36.6726626,0.2000936,22.88814,1,0.50000006,0.0007011508,0.010949567
,63.2777175,0.420657,26.15417,1,0.50000006,0.014548412,0.09343246
,41.9273577,0.0664775,25.95634,1,0.50000006,0.0014572884,0.019534063
,40.8431987,0.0812937,17.8075,1,0.50000006,0.0009126032,0.012751995
,45.4760723,0.109523,10.90235,1,0.50000006,0.0013887594,0.018699884
,43.7619882,0.1395499,7.40254,1,0.50000006,0.00093233446,0.013369667
,47.9245274,0.1474686,8.51626,1,0.50000006,0.0014173673,0.020448735
,45.6689265,0.1722521,26.74045,1,0.50000006,0.0019350764,0.023508698
,48.090308,0.3307983,3.10431,1,0.50000006,0.0010302998,0.016515603
,43.2288724,0.1008199,13.8561,1,0.50000006,0.0011313703,0.014593857
,58.7315475,0.3604697,7.67794,1,0.50000006,0.0058564106,0.05026219
,42.7118352,0.1261965,3.40722,1,0.50000006,0.00070108566,0.011729318
,43.921239,0.1199971,4.13281,1,0.50000006,0.00081621244,0.013644793
,48.2082719,0.3232589,7.16033,1,0.50000006,0.0011012149,0.01626356
,49.1742654,0.0994217,3.43299,1,0.50000006,0.002103154,0.025294665
,40.0278128,0.3038833,4.23515,1,0.50000006,0.00038727908,0.0073729586
,43.6648343,0.0582041,2.55797,1,0.50000006,0.0010641747,0.0143327005
,45.8288922,0.1106617,3.83492,1,0.50000006,0.0014683653,0.01861924
,36.6780883,0.150236,6.84459,1,0.50000006,0.0002938764,0.00651717
,41.6832785,0.1018852,20.97345,1,0.50000006,0.001180291,0.01573414
,42.5370259,0.0747392,8.24899,1,0.50000006,0.0008417164,0.013423304
,39.7378234,0.1643351,10.08079,1,0.50000006,0.0004229701,0.009009725
,48.0194087,0.1682023,14.59183,1,0.50000006,0.00162279,0.022022258
,44.0571038,0.0639301,7.03304,1,0.50000006,0.0012377372,0.015304904
,42.5681057,0.0528313,12.46543,1,0.50000006,0.0010459847,0.014967892
,42.7184636,0.1238303,7.49778,1,0.50000006,0.00081462436,0.013129
,41.7098519,0.1540878,26.708,1,0.50000006,0.0013551256,0.017316168
,40.884464,0.0461785,28.96653,1,0.50000006,0.001667231,0.02008728
,56.0786899,0.3649381,32.06443,1,0.50000006,0.0045789843,0.04490839
,39.5067829,0.2819531,7.79467,1,0.50000006,0.00039758545,0.0076263696
,72.9827382,0.4995559,3.70079,1,0.50000006,0.030995637,0.16549577
,61.9380793,0.3990538,33.50221,1,0.50000006,0.014147334,0.07701126
,92.3635589,0.5853126,32.16311,1,0.50000006,0.19063258,0.6404074
,42.4040372,0.1380204,48.7486,1,0.50000006,0.0014697283,0.011952255
,43.9992308,0.063122,10.10323,1,0.50000006,0.0013012644,0.016575843
,39.8032819,0.260837,9.25212,1,0.50000006,0.0005365226,0.008534807
,44.6595474,0.044201,2.73267,1,0.50000006,0.0010232858,0.016389657
,60.9425555,0.4077673,24.64907,1,0.50000006,0.010098023,0.07348978
,48.0072084,0.0634926,19.48494,1,0.50000006,0.0024469937,0.026364598
,46.1826557,0.2116264,31.94943,1,0.50000006,0.002087541,0.024270033
,39.7834871,0.1341747,10.48091,1,0.50000006,0.000615789,0.009790872
,94.919795,0.6220216,27.70012,1,0.50000006,0.20942187,0.6829581
,43.786881,0.1417489,30.35136,1,0.50000006,0.0019279968,0.021613052
,47.4682614,0.1447931,29.07778,1,0.50000006,0.0030080904,0.030414717
,66.1297173,0.462983,31.67832,1,0.50000006,0.016928589,0.10940803
,41.1288414,0.1605319,24.00166,1,0.50000006,0.0011002526,0.015503221
,64.5783006,0.4993466,31.94102,1,0.50000006,0.012499101,0.08648368
,43.909805,0.2978893,32.76263,1,0.50000006,0.0016575736,0.020429367
,53.9130921,0.3424202,24.38539,1,0.50000006,0.003935015,0.036976807
,66.3900301,0.4419238,13.27906,1,0.50000006,0.021180183,0.103964135
,44.2335665,0.0141876,2.79976,1,0.50000006,0.00094497344,0.015666816
,42.3447968,0.2961666,19.86422,1,0.50000006,0.0007733423,0.011495231
,88.8076172,0.5125021,18.53819,1,0.50000006,0.1588632,0.54586494
,44.3373408,0.0708459,21.64373,1,0.50000006,0.0017087148,0.019916896
,41.2275778,0.1862739,13.93622,1,0.50000006,0.0006799843,0.010480357
,42.3155102,0.1711067,20.74378,1,0.50000006,0.00086204824,0.013669647
,40.778034,0.1066025,17.26867,1,0.50000006,0.00095504906,0.012757496
,91.8457125,0.6041193,28.23891,1,0.50000006,0.17093989,0.62534344
,58.9537705,0.6959393,11.3998,1,0.50000006,0.0028076947,0.036497146
,41.4081338,0.0605364,26.13733,1,0.50000006,0.0016074515,0.019620055
,45.5572981,0.2359622,14.74184,1,0.50000006,0.0012077693,0.016712725
,41.0192837,0.135969,24.81055,1,0.50000006,0.00092376006,0.014835015
,62.3441017,0.612875,7.69167,1,0.50000006,0.0066001667,0.05594708
,43.3244686,0.1080361,1.56384,1,0.50000006,0.00077661884,0.013770261
,75.9442136,0.4458199,2.02944,1,0.50000006,0.045397446,0.23913419
,73.6719458,0.4672472,1.0512,1,0.50000006,0.03497926,0.18864784
,54.865762,0.3382754,23.47071,1,0.50000006,0.003977073,0.038766526
,46.1591133,0.1421933,39.63889,1,0.50000006,0.0029668813,0.031705692
,64.1975722,0.4290572,4.70291,1,0.50000006,0.014010257,0.0837026
,45.1213463,0.1733637,14.70662,1,0.50000006,0.0012861064,0.016159074
,53.6087464,0.3391582,28.05142,1,0.50000006,0.005895897,0.041549664
,49.0839805,0.095653,0.79386,1,0.50000006,0.0015548401,0.024594786
,89.4962691,0.6891815,2.85457,1,0.50000006,0.12268445,0.47379303
,38.2127923,0.1796757,9.05154,1,0.50000006,0.00042038987,0.0076513775
,60.2865072,0.3967306,24.74026,1,0.50000006,0.010702391,0.07388049
,50.8423024,0.0950616,1.35052,1,0.50000006,0.0021845987,0.025039194
,46.9815062,0.3103329,14.78594,1,0.50000006,0.0010517635,0.016527772
,62.6640325,0.7354436,49.58657,1,0.50000006,0.015935432,0.0730844
,43.8294298,0.1031836,3.6347,1,0.50000006,0.0009419314,0.013207521
,54.1315465,0.2059169,0.4681,1,0.50000006,0.0027042548,0.03199372
,50.9323615,0.1049242,14.91637,1,0.50000006,0.003842391,0.035047285
,44.5573617,0.2428761,19.69876,1,0.50000006,0.0011534547,0.015757842
,32.5520395,0.3654749,4.41616,1,0.50000006,0.0001540549,0.003981812
,48.1255253,0.1039055,2.25608,1,0.50000006,0.001598931,0.021730125
,59.2608018,0.383413,2.10884,1,0.50000006,0.0058582844,0.051576216
,61.0166168,0.2700435,0.89926,1,0.50000006,0.007993298,0.068243235
,67.6034802,0.3812929,3.385,1,0.50000006,0.016827403,0.11263707
,58.7727643,0.3100963,0.40363,1,0.50000006,0.0049776267,0.048845112
,63.2161468,0.3616701,20.10301,1,0.50000006,0.015430146,0.09464839
,51.5950447,0.0947152,0.83939,1,0.50000006,0.003077037,0.032158993
,68.065426,0.4636082,2.69603,1,0.50000006,0.01782066,0.12245823
,55.6587611,0.2722143,2.73065,1,0.50000006,0.0036411802,0.036779806
,60.9780949,0.3008231,3.68206,1,0.50000006,0.009865757,0.06860424
,46.6312656,0.1402785,24.60423,1,0.50000006,0.0026507755,0.025959063
,53.6331215,0.3011001,4.51655,1,0.50000006,0.0028428207,0.03257347
,47.4377449,0.3120393,8.97461,1,0.50000006,0.0013911137,0.016692389
,39.375314,0.2631727,0.89001,1,0.50000006,0.00033963588,0.007522791
,39.1878323,0.2561244,18.0679,1,0.50000006,0.0005751054,0.008914544
,39.104864,0.2036242,19.18112,1,0.50000006,0.0006919815,0.010202777
,39.3782848,0.165545,1.22878,1,0.50000006,0.0003939893,0.008105254
,39.14876,0.1169963,3.578,1,0.50000006,0.00039425798,0.008573602
,62.2021838,0.3829848,17.98575,1,0.50000006,0.011639753,0.08386467
,38.4588862,0.1007265,23.59774,1,0.50000006,0.00087103626,0.0136952875
,43.9498487,0.1911348,24.86628,1,0.50000006,0.0023982436,0.021962706
,45.7336649,0.2455887,11.76291,1,0.50000006,0.0012506573,0.016223414
,85.6238256,0.6069856,14.28558,1,0.50000006,0.111758515,0.44285658
,39.9122208,0.0805406,17.80727,1,0.50000006,0.0007940781,0.012351562
,43.6441641,0.0451439,2.0058,1,0.50000006,0.0009566854,0.014684635
,41.6146782,0.1716869,30.23809,1,0.50000006,0.0018044012,0.018707221
,43.0775781,0.0195,0.59473,1,0.50000006,0.0007635538,0.013378713
,45.5351017,0.0598629,11.32736,1,0.50000006,0.0014760694,0.019546505
,44.1635502,0.0782015,2.0593,1,0.50000006,0.0009385104,0.015355274
,43.9915378,0.0709332,1.25398,1,0.50000006,0.00084932055,0.015026467
,42.7853342,0.0122162,2.62779,1,0.50000006,0.0008632286,0.013745609
,46.4554729,0.1578193,0.80931,1,0.50000006,0.001118398,0.017088994
,44.7564508,0.0426921,1.17496,1,0.50000006,0.001080963,0.016379736
,43.0252941,0.0399556,1.09559,1,0.50000006,0.0006939303,0.012492954
,43.9605532,0.0770175,2.38301,1,0.50000006,0.00081192784,0.014307913
,45.4873502,0.1812139,14.38251,1,0.50000006,0.0013183745,0.016510515
,44.0655745,0.061415,3.70656,1,0.50000006,0.0007725463,0.013703079
,44.0113163,0.0685893,1.97716,1,0.50000006,0.0009791255,0.014730281
,45.1209804,0.1159948,3.56924,1,0.50000006,0.00089368294,0.015420314
,43.940285,0.0949872,5.58455,1,0.50000006,0.0010394976,0.01484485
,44.1898659,0.0553447,1.97717,1,0.50000006,0.001046738,0.014669231
,45.4803546,0.1291494,2.08268,1,0.50000006,0.0009795506,0.014428098
,43.8269771,0.0777323,2.34212,1,0.50000006,0.0007065318,0.012928547
,43.6970661,0.065051,2.18813,1,0.50000006,0.0009045431,0.014894046
,44.0993758,0.0803025,2.75469,1,0.50000006,0.0009567396,0.015033468
,44.3628192,0.0651056,2.91432,1,0.50000006,0.0010354384,0.014721045
,44.151698,0.0975807,4.03821,1,0.50000006,0.0011768101,0.014997212
,42.7081337,0.071825,4.57894,1,0.50000006,0.000714076,0.012602795
,44.5389879,0.0924742,3.20023,1,0.50000006,0.00097389997,0.014973516
,43.1822141,0.0432624,5.27053,1,0.50000006,0.0008683072,0.013728494
,44.9097096,0.0444644,4.33064,1,0.50000006,0.0013403327,0.017309457
,44.7726157,0.0431712,15.71134,1,0.50000006,0.0013652571,0.018342469
,90.8852645,0.668944,23.26122,1,0.50000006,0.18569876,0.57543194
,38.18546,0.2917498,23.58623,1,0.50000006,0.0007212098,0.011217097
,51.2983281,0.2722438,27.19137,1,0.50000006,0.004029881,0.035737928
,39.206391,0.1334082,17.11523,1,0.50000006,0.0005468236,0.010050451
,39.1556089,0.2536017,15.36621,1,0.50000006,0.00044675337,0.008369212
,39.1453526,0.1098839,11.12196,1,0.50000006,0.00048713834,0.008570259
,39.1248336,0.2204723,7.34333,1,0.50000006,0.0004427192,0.007720305
,39.2156813,0.2089531,14.05801,1,0.50000006,0.00047734118,0.008695635
,39.337679,0.1714315,6.73698,1,0.50000006,0.0004933792,0.00845819
,74.9786991,0.5886709,20.90868,1,0.50000006,0.05702526,0.2403024
,43.4788454,0.1242542,13.69595,1,0.50000006,0.001122309,0.01414071
,42.1770013,0.0986902,10.57473,1,0.50000006,0.0007403159,0.012213312
,68.8655036,0.5200083,8.10952,1,0.50000006,0.014915165,0.106333286
,54.7422008,0.1124477,24.45479,1,0.50000006,0.0054223756,0.051645
,51.7349458,0.2959782,23.29818,1,0.50000006,0.0031656367,0.03210001
,51.5821401,0.2720475,12.023,1,0.50000006,0.0024026684,0.028650746
,45.4892874,0.1174118,7.22322,1,0.50000006,0.001421873,0.017267227
,40.1053529,0.0702644,17.61863,1,0.50000006,0.0008261044,0.012670691
,43.7137224,0.0441566,7.06857,1,0.50000006,0.0008898186,0.015236123
,46.0221661,0.1436999,6.35889,1,0.50000006,0.001073546,0.017109232
,44.2953564,0.0453342,7.68608,1,0.50000006,0.0011028263,0.016199369
,44.9595746,0.1786045,27.54302,1,0.50000006,0.0021703334,0.02208969
,45.8863025,0.1475249,11.53876,1,0.50000006,0.0012820311,0.017216552
,46.5038654,0.2139633,20.42088,1,0.50000006,0.0015912945,0.020079156
,40.5016795,0.010984,28.0749,1,0.50000006,0.0013912009,0.017692935
,43.2166568,0.1891476,15.7887,1,0.50000006,0.0010744721,0.01430456
,49.8518367,0.1045298,11.85167,1,0.50000006,0.002602835,0.028601881
,69.1015812,0.3553798,38.9143,1,0.50000006,0.032436877,0.13914798
,45.6026738,0.2074693,8.39022,1,0.50000006,0.001096424,0.015366369
,62.1646356,0.4576442,38.29172,1,0.50000006,0.010089697,0.07007407
,40.9657938,0.1068103,24.83292,1,0.50000006,0.0014834915,0.01730553
,50.8179249,0.1072538,21.34215,1,0.50000006,0.0030714148,0.033980917
,43.6984825,0.2122816,13.35007,1,0.50000006,0.0008913658,0.013274597
,40.5183575,0.0757733,24.25825,1,0.50000006,0.0012664292,0.016720928
,47.2539017,0.1073272,13.34633,1,0.50000006,0.0015972534,0.022423344
,64.9284829,0.4493536,13.27065,1,0.50000006,0.010340454,0.08716463
,56.0752233,0.3811739,23.05742,1,0.50000006,0.006138422,0.043830417
,44.4349323,0.1016782,7.45013,1,0.50000006,0.0011460925,0.015853789
,43.5672269,0.1177495,12.18705,1,0.50000006,0.0008723065,0.014613564
,47.383095,0.0376009,20.91068,1,0.50000006,0.0023062814,0.026462058
,44.1623812,0.2756059,18.92492,1,0.50000006,0.0010264104,0.014890837
,56.2858554,0.3735962,21.87376,1,0.50000006,0.00525939,0.042700015
,55.8757706,0.3857336,25.97506,1,0.50000006,0.005581028,0.04418222
,83.5850031,0.9669621,91.65338,1,0.50000006,0.104877114,0.22733359
,44.6076459,0.0845474,0.95947,1,0.50000006,0.0011902967,0.016167248
,39.5011494,0.2368133,7.99265,1,0.50000006,0.00040062674,0.007912302
,47.6954725,0.2771073,3.45868,1,0.50000006,0.001216396,0.016265234
